time_ms,temp_cC,pressPa,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,latitude,longitude,flags_raw,flag_armed,flag_gps_fix,flag_altitude_hold,flag_battery_low,flag_sensor_error,flag_recovery_mode,flag_data_logging,flag_telemetry_active,timestamp,time_s,altitude,accel_total,mag_total,speed,temperature,battery_voltage,rssi,roll,pitch,yaw
9500,25.000000,193281,81,283,126,49,-647,1019,-135.200000,-94.000000,-53.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:38:20,9.500000,-5796.830300,1.208044,320.196814,0.000000,25.000000,7.350000,-100,-32.412943,-4.318659,74.027868
9600,25.000000,193281,-115,-397,406,1420,1380,1756,103.800000,104.000000,76.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:40:00,9.600000,-5796.830300,2.646571,579.370348,0.000000,25.000000,7.350000,-100,38.162990,-35.645637,-106.154851
9700,25.000000,193281,477,23,270,303,131,-466,-67.300000,175.800000,-159.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:41:40,9.700000,-5796.830300,0.571074,548.596391,0.000000,25.000000,7.350000,-100,164.298484,-42.548414,2.760551
9800,25.000000,193281,272,364,65,-1095,-1227,-1453,-100.300000,-120.700000,-157.100000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:43:20,9.800000,-5796.830300,2.194485,459.026143,0.000000,25.000000,7.350000,-100,-139.820255,33.657046,53.230975
9900,25.000000,193281,200,466,268,-1746,-1594,-140,12.300000,80.600000,136.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:45:00,9.900000,-5796.830300,2.368323,573.567782,0.000000,25.000000,7.350000,-100,-95.019372,36.446688,66.771738
10000,25.000000,193281,-284,-18,427,-1613,816,818,-60.600000,-92.200000,59.100000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:46:40,10.000000,-5796.830300,1.984124,513.136434,0.000000,25.000000,7.350000,-100,44.929871,41.743016,-176.373428
10100,25.000000,193281,-464,482,-499,1723,-1139,-800,70.100000,-52.600000,-138.400000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:48:20,10.100000,-5796.830300,2.214960,834.638245,0.000000,25.000000,7.350000,-100,-125.083073,-39.835002,133.909937
10200,25.000000,193281,-180,357,400,-789,1347,-1412,-9.500000,-141.600000,-40.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:50:00,10.200000,-5796.830300,2.104917,565.551943,0.000000,25.000000,7.350000,-100,136.349597,26.813109,116.757318
10300,25.000000,193281,-496,-31,374,1741,1492,-334,150.100000,74.200000,170.900000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:51:40,10.300000,-5796.830300,2.317046,621.975080,0.000000,25.000000,7.350000,-100,102.618231,-37.210063,-176.423666
10400,25.000000,193281,-24,-424,314,766,1007,592,95.900000,-84.600000,-27.500000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:53:20,10.400000,-5796.830300,1.396878,528.155280,0.000000,25.000000,7.350000,-100,59.549377,-31.191714,-93.239700
10500,25.000000,193281,-231,-494,118,-239,723,-1952,-82.700000,-152.600000,-66.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:55:00,10.500000,-5796.830300,2.095269,557.961468,0.000000,25.000000,7.350000,-100,159.675907,17.425141,-115.061324
10600,25.000000,193281,-242,-99,492,1148,407,-973,-62.500000,-79.700000,-35.900000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:56:40,10.600000,-5796.830300,1.558936,557.161556,0.000000,25.000000,7.350000,-100,157.300738,-43.305073,-157.750976
10700,25.000000,193281,424,-120,206,-1846,-905,1546,134.700000,174.400000,-97.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 02:58:20,10.700000,-5796.830300,2.572325,486.427795,0.000000,25.000000,7.350000,-100,-30.343922,41.920727,-15.802514
10800,25.000000,193281,135,-390,67,-401,-1794,1371,66.600000,60.900000,97.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:00:00,10.800000,-5796.830300,2.293224,418.107642,0.000000,25.000000,7.350000,-100,-52.612429,12.305721,-70.906508
10900,25.000000,193281,-421,-132,-438,1573,-714,384,-46.100000,-44.800000,-125.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:01:40,10.900000,-5796.830300,1.769627,621.698480,0.000000,25.000000,7.350000,-100,-61.727964,-42.320506,-162.591747
11000,25.000000,193281,-373,-349,-165,-1205,655,1612,-25.400000,174.100000,-112.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:03:20,11.000000,-5796.830300,2.116505,536.800708,0.000000,25.000000,7.350000,-100,22.113262,41.302257,-136.903868
11100,25.000000,193281,-336,-322,162,-62,988,-1859,60.100000,-6.200000,-45.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:05:00,11.100000,-5796.830300,2.106150,492.771752,0.000000,25.000000,7.350000,-100,152.010762,3.583745,-136.218875
11200,25.000000,193281,-474,29,441,707,-1519,-1523,74.800000,95.200000,-27.600000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:06:40,11.200000,-5796.830300,2.264230,648.072527,0.000000,25.000000,7.350000,-100,-135.075340,-22.878304,176.498926
11300,25.000000,193281,140,-212,131,-1901,411,-483,104.700000,-94.800000,-140.600000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:08:20,11.300000,-5796.830300,2.003999,285.840865,0.000000,25.000000,7.350000,-100,139.604487,44.345686,-56.560131
11400,25.000000,193281,-348,387,-468,-1980,1967,-950,22.100000,-133.300000,-146.200000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:10:00,11.400000,-5796.830300,2.948218,699.926425,0.000000,25.000000,7.350000,-100,115.779102,35.353105,131.962664
11500,25.000000,193281,-206,-102,-435,203,-682,-1546,177.700000,-111.100000,123.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:11:40,11.500000,-5796.830300,1.701896,492.001016,0.000000,25.000000,7.350000,-100,-156.195881,-15.922618,-153.657888
11600,25.000000,193281,-215,373,35,-18,1674,-1660,-125.800000,-168.900000,-10.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:13:20,11.600000,-5796.830300,2.357584,431.947914,0.000000,25.000000,7.350000,-100,134.759407,0.616024,119.959471
11700,25.000000,193281,193,-31,-358,-595,-575,-1130,-178.000000,109.600000,-112.200000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:15:00,11.700000,-5796.830300,1.400553,407.889691,0.000000,25.000000,7.350000,-100,-153.030752,35.719497,-9.125009
11800,25.000000,193281,152,-438,271,521,-154,504,-63.700000,-58.400000,-56.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:16:40,11.800000,-5796.830300,0.741062,537.018622,0.000000,25.000000,7.350000,-100,-16.990823,-43.800540,-70.861591
11900,25.000000,193281,396,-152,235,-1867,601,-288,-3.700000,-72.800000,-160.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:18:20,11.900000,-5796.830300,1.982381,484.917519,0.000000,25.000000,7.350000,-100,115.603803,43.588241,-20.998719
12000,25.000000,193281,-182,-149,131,1522,1012,-1412,-92.900000,-125.000000,-47.200000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:20:00,12.000000,-5796.830300,2.309626,269.232242,0.000000,25.000000,7.350000,-100,144.370306,-39.784929,-140.693454
12100,25.000000,193281,-109,-297,-36,444,-1370,1134,-130.000000,143.400000,-82.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:21:40,12.100000,-5796.830300,1.833028,318.411683,0.000000,25.000000,7.350000,-100,-50.384177,-17.134579,-110.153307
12200,25.000000,193281,358,-377,-89,-999,1802,-275,-19.500000,-8.300000,166.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:23:20,12.200000,-5796.830300,2.078661,527.459951,0.000000,25.000000,7.350000,-100,98.676861,25.866880,-46.480786
12300,25.000000,193281,458,249,-269,-1501,-985,-249,-139.400000,17.500000,153.100000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:25:00,12.300000,-5796.830300,1.812520,586.622536,0.000000,25.000000,7.350000,-100,-104.186698,39.897508,28.531516
12400,25.000000,193281,264,134,316,1363,40,-461,70.600000,-78.400000,107.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:26:40,12.400000,-5796.830300,1.439406,433.021939,0.000000,25.000000,7.350000,-100,175.040986,-44.987669,26.911245
12500,25.000000,193281,-420,34,335,-1182,459,1921,75.400000,160.300000,-143.500000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:28:20,12.500000,-5796.830300,2.301748,538.313106,0.000000,25.000000,7.350000,-100,13.438188,42.989795,175.371862
12600,25.000000,193281,-347,211,209,226,88,-832,11.200000,80.800000,50.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:30:00,12.600000,-5796.830300,0.866628,456.739532,0.000000,25.000000,7.350000,-100,173.962317,-42.979606,148.697505
12700,25.000000,193281,453,-272,6,1548,-1667,-1825,27.500000,-146.400000,-17.400000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:31:40,12.700000,-5796.830300,2.916474,528.421233,0.000000,25.000000,7.350000,-100,-137.590654,-34.234032,-30.982353
12800,25.000000,193281,-355,-352,-26,-1114,1639,422,-7.400000,-149.800000,-136.900000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:33:20,12.800000,-5796.830300,2.026179,500.604634,0.000000,25.000000,7.350000,-100,75.561428,29.341672,-135.243121
12900,25.000000,193281,-63,129,219,-1081,-1867,-1805,-164.700000,86.300000,71.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:35:00,12.900000,-5796.830300,2.812877,261.860650,0.000000,25.000000,7.350000,-100,-134.032680,26.614204,116.029592
13000,25.000000,193281,27,-65,-28,1657,408,1535,-137.200000,108.400000,90.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:36:40,13.000000,-5796.830300,2.295286,75.749587,0.000000,25.000000,7.350000,-100,14.884943,-44.156993,-67.442753
13100,25.000000,193281,-18,-358,-121,1812,-1036,394,116.900000,-31.500000,129.200000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:38:20,13.100000,-5796.830300,2.124118,378.323935,0.000000,25.000000,7.350000,-100,-69.177746,-40.962071,-92.878369
13200,25.000000,193281,-439,-402,409,-216,-709,802,9.900000,-76.000000,-140.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:40:00,13.200000,-5796.830300,1.092035,722.222957,0.000000,25.000000,7.350000,-100,-41.477965,16.247709,-137.519117
13300,25.000000,193281,-113,127,-335,590,707,-1566,70.400000,93.100000,-56.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:41:40,13.300000,-5796.830300,1.816674,375.663413,0.000000,25.000000,7.350000,-100,155.702313,-32.648431,131.661529
13400,25.000000,193281,-70,492,-450,-537,1650,1561,61.100000,121.700000,106.900000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:43:20,13.400000,-5796.830300,2.334007,670.420763,0.000000,25.000000,7.350000,-100,46.587673,17.196093,98.097492
13500,25.000000,193281,27,202,176,-868,-1708,-1716,154.400000,152.000000,59.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:45:00,13.500000,-5796.830300,2.572031,269.274952,0.000000,25.000000,7.350000,-100,-135.133868,24.372896,82.386778
13600,25.000000,193281,43,277,-180,771,1917,1484,5.400000,58.400000,-153.100000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:46:40,13.600000,-5796.830300,2.543931,333.133607,0.000000,25.000000,7.350000,-100,52.255606,-20.462674,81.176138
13700,25.000000,193281,205,-144,421,552,852,1355,79.000000,-96.100000,161.200000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:48:20,13.700000,-5796.830300,1.693113,489.899990,0.000000,25.000000,7.350000,-100,32.160954,-28.534752,-35.085702
13800,25.000000,193281,39,-37,281,12,-823,767,-163.800000,5.100000,-14.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:50:00,13.800000,-5796.830300,1.125061,286.096138,0.000000,25.000000,7.350000,-100,-47.017131,-0.835270,-43.492564
13900,25.000000,193281,79,-306,-347,296,-406,991,-147.500000,2.200000,80.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:51:40,13.900000,-5796.830300,1.111095,469.346354,0.000000,25.000000,7.350000,-100,-22.278284,-30.503105,-75.524043
14000,25.000000,193281,349,-462,147,-1818,-81,-1093,32.500000,-159.400000,-92.500000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:53:20,14.000000,-5796.830300,2.122813,597.372581,0.000000,25.000000,7.350000,-100,-175.761674,44.971594,-52.932190
14100,25.000000,193281,-112,230,138,1335,292,1919,138.900000,62.900000,-60.900000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:55:00,14.100000,-5796.830300,2.355854,290.668196,0.000000,25.000000,7.350000,-100,8.651907,-44.330672,115.964069
14200,25.000000,193281,-449,-170,-444,-967,-284,-743,106.200000,109.900000,41.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:56:40,14.200000,-5796.830300,1.252116,653.939600,0.000000,25.000000,7.350000,-100,-159.081435,43.815233,-159.262374
14300,25.000000,193281,-416,-429,-378,1397,1580,-538,-108.800000,-26.100000,113.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 03:58:20,14.300000,-5796.830300,2.176569,707.093346,0.000000,25.000000,7.350000,-100,108.804034,-33.520081,-134.118596
14400,25.000000,193281,392,363,35,1893,1161,-1960,72.600000,-81.200000,-28.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:00:00,14.400000,-5796.830300,2.961920,535.404520,0.000000,25.000000,7.350000,-100,149.359750,-40.445796,42.800316
14500,25.000000,193281,-482,296,78,967,-1045,1300,160.200000,-1.500000,170.100000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:01:40,14.500000,-5796.830300,1.927982,570.985114,0.000000,25.000000,7.350000,-100,-38.793927,-34.183716,148.445586
14600,25.000000,193281,-432,459,-11,-1799,-419,-124,-101.700000,114.300000,-149.200000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:03:20,14.600000,-5796.830300,1.851307,630.417322,0.000000,25.000000,7.350000,-100,-106.485736,44.243417,133.264295
14700,25.000000,193281,36,148,458,-149,-1009,360,1.900000,10.300000,-42.400000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:05:00,14.700000,-5796.830300,1.081611,482.663444,0.000000,25.000000,7.350000,-100,-70.364164,8.311360,76.328693
14800,25.000000,193281,267,292,-183,1001,-1408,-1713,-2.300000,-95.800000,-117.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:06:40,14.800000,-5796.830300,2.432865,435.938069,0.000000,25.000000,7.350000,-100,-140.581512,-30.089281,47.560717
14900,25.000000,193281,185,21,-257,1043,-743,1548,-56.600000,-168.600000,21.300000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:08:20,14.900000,-5796.830300,2.009030,317.356267,0.000000,25.000000,7.350000,-100,-25.639803,-39.161834,6.476125
15000,25.000000,193281,368,379,-181,1682,-860,782,-17.200000,-119.600000,-159.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:10:00,15.000000,-5796.830300,2.044565,558.413825,0.000000,25.000000,7.350000,-100,-47.719680,-41.680844,45.843652
15100,25.000000,193281,446,339,163,-413,-818,1348,44.100000,-174.700000,48.500000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:11:40,15.100000,-5796.830300,1.629968,583.443228,0.000000,25.000000,7.350000,-100,-31.250420,24.261200,37.238091
15200,25.000000,193281,179,-433,152,1017,-485,1707,92.600000,33.000000,67.100000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:13:20,15.200000,-5796.830300,2.045327,492.578928,0.000000,25.000000,7.350000,-100,-15.861131,-42.069861,-67.540047
15300,25.000000,193281,-270,-23,-149,220,-707,-434,-120.300000,133.100000,-29.300000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:15:00,15.300000,-5796.830300,0.858257,309.241006,0.000000,25.000000,7.350000,-100,-121.544157,-16.547805,-175.131003
15400,25.000000,193281,-333,-103,-273,-1612,1719,1404,-123.000000,137.900000,-178.500000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:16:40,15.400000,-5796.830300,2.743122,442.749365,0.000000,25.000000,7.350000,-100,50.759634,34.373687,-162.812675
15500,25.000000,193281,170,-91,-477,866,1599,-635,-93.900000,-162.100000,42.500000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:18:20,15.500000,-5796.830300,1.926131,514.499757,0.000000,25.000000,7.350000,-100,111.659175,-25.465191,-28.159881
15600,25.000000,193281,203,448,481,-1754,140,1857,-173.600000,123.600000,36.600000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:20:00,15.600000,-5796.830300,2.558235,687.949126,0.000000,25.000000,7.350000,-100,4.311397,44.909034,65.623531
15700,25.000000,193281,-473,-379,151,-479,809,1965,-154.900000,151.000000,-91.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:21:40,15.700000,-5796.830300,2.178336,624.636694,0.000000,25.000000,7.350000,-100,22.377202,26.998007,-141.295902
15800,25.000000,193281,251,189,139,-1474,112,399,-104.700000,46.900000,-74.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:23:20,15.800000,-5796.830300,1.531150,343.573864,0.000000,25.000000,7.350000,-100,15.679524,44.917538,36.979310
15900,25.000000,193281,16,-221,-101,-157,-1443,1398,114.500000,60.400000,18.600000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:25:00,15.900000,-5796.830300,2.015267,243.511807,0.000000,25.000000,7.350000,-100,-45.907460,6.173272,-85.859114
16000,25.000000,193281,-256,392,409,-91,1086,261,-170.100000,34.800000,20.900000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:26:40,16.000000,-5796.830300,1.120624,621.675961,0.000000,25.000000,7.350000,-100,76.486309,4.773188,123.146996
16100,25.000000,193281,334,345,-262,-587,551,537,-69.900000,-37.500000,-24.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:28:20,16.100000,-5796.830300,0.967749,547.014625,0.000000,25.000000,7.350000,-100,45.737221,36.096201,45.928127
16200,25.000000,193281,-384,373,-318,-600,1108,-1200,157.100000,-101.900000,4.900000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:30:00,16.200000,-5796.830300,1.740018,622.662830,0.000000,25.000000,7.350000,-100,137.282679,25.462897,135.832509
16300,25.000000,193281,-83,415,-463,-599,158,-936,146.800000,-151.600000,-73.900000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:31:40,16.300000,-5796.830300,1.122435,627.282233,0.000000,25.000000,7.350000,-100,170.418601,44.036718,101.309932
16400,25.000000,193281,433,470,-175,-1480,-1186,-28,64.200000,95.300000,-110.300000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:33:20,16.400000,-5796.830300,1.896781,662.581316,0.000000,25.000000,7.350000,-100,-91.352432,37.966844,47.346355
16500,25.000000,193281,88,-243,-67,1195,-211,-693,-170.600000,179.200000,-174.100000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:35:00,16.500000,-5796.830300,1.397424,266.986891,0.000000,25.000000,7.350000,-100,-163.065907,-44.560265,-70.092656
16600,25.000000,193281,-286,371,-96,-92,1787,-32,-146.200000,-156.800000,179.400000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:36:40,16.600000,-5796.830300,1.789653,478.176746,0.000000,25.000000,7.350000,-100,91.025892,2.943262,127.628252
16700,25.000000,193281,136,-286,-206,1400,1491,-1964,-83.200000,-89.300000,-22.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:38:20,16.700000,-5796.830300,2.835556,377.793594,0.000000,25.000000,7.350000,-100,142.795505,-34.392037,-64.567769
16800,25.000000,193281,62,229,-474,1715,-989,-1482,29.400000,-13.800000,-22.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:40:00,16.800000,-5796.830300,2.472988,530.057544,0.000000,25.000000,7.350000,-100,-146.283175,-40.901666,74.850788
16900,25.000000,193281,274,-392,-308,160,1690,-567,-132.000000,-103.300000,-157.900000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:41:40,16.900000,-5796.830300,1.789746,568.862022,0.000000,25.000000,7.350000,-100,108.546755,-5.384398,-55.047237
17000,25.000000,193281,-271,-145,-107,422,-805,1344,131.300000,60.100000,119.500000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:43:20,17.000000,-5796.830300,1.622481,325.445848,0.000000,25.000000,7.350000,-100,-30.919852,-24.905195,-151.850753
17100,25.000000,193281,-456,183,-84,-361,-913,-1899,-45.500000,-162.800000,72.200000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:45:00,17.100000,-5796.830300,2.137777,498.478686,0.000000,25.000000,7.350000,-100,-154.322713,20.188468,158.133629
17200,25.000000,193281,-266,-224,-138,1402,-1067,1429,73.900000,129.700000,12.100000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:46:40,17.200000,-5796.830300,2.268509,374.133666,0.000000,25.000000,7.350000,-100,-36.747814,-38.511278,-139.899092
17300,25.000000,193281,482,-363,-451,-1965,-829,-620,88.600000,36.600000,-169.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:48:20,17.300000,-5796.830300,2.221006,753.321976,0.000000,25.000000,7.350000,-100,-126.792411,42.656277,-36.983843
17400,25.000000,193281,-408,-32,81,-277,1859,-1518,-2.600000,6.200000,-53.000000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:50:00,17.400000,-5796.830300,2.415975,417.191802,0.000000,25.000000,7.350000,-100,129.233977,8.383772,-175.515394
17500,25.000000,193281,34,216,19,-299,-260,-1724,13.900000,-24.300000,177.300000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:51:40,17.500000,-5796.830300,1.768948,219.483485,0.000000,25.000000,7.350000,-100,-171.423736,37.038406,81.054618
17600,25.000000,193281,-401,-296,65,1634,-1384,1784,96.900000,165.500000,28.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:53:20,17.600000,-5796.830300,2.787125,502.635056,0.000000,25.000000,7.350000,-100,-37.803765,-37.346070,-143.566940
17700,25.000000,193281,425,317,156,-1770,-1315,868,-37.400000,-32.800000,79.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:55:00,17.700000,-5796.830300,2.369715,552.675312,0.000000,25.000000,7.350000,-100,-56.572154,38.754460,36.718608
17800,25.000000,193281,-316,-163,498,1006,-1855,576,-118.500000,-88.400000,134.400000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:56:40,17.800000,-5796.830300,2.187427,611.906039,0.000000,25.000000,7.350000,-100,-72.749797,-25.488342,-152.714285
17900,25.000000,193281,-304,420,-127,632,-1161,-1852,15.900000,22.300000,-87.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 04:58:20,17.900000,-5796.830300,2.275357,533.802398,0.000000,25.000000,7.350000,-100,-147.916818,-25.552926,125.897378
18000,25.000000,193281,253,-376,-436,34,1664,-191,-48.300000,-146.200000,-49.800000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 05:00:00,18.000000,-5796.830300,1.675271,628.872801,0.000000,25.000000,7.350000,-100,96.547962,-1.170300,-56.064481
18100,25.000000,193281,160,79,23,-1687,-159,81,132.800000,42.200000,70.200000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 05:01:40,18.100000,-5796.830300,1.696411,179.916647,0.000000,25.000000,7.350000,-100,-63.004162,44.873321,26.277857
18200,25.000000,193281,-53,410,9,1442,-469,-386,32.500000,92.800000,55.500000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 05:03:20,18.200000,-5796.830300,1.564711,413.509371,0.000000,25.000000,7.350000,-100,-129.455327,-43.560283,97.365681
18300,25.000000,193281,112,32,-444,219,1,-1726,-98.600000,-100.800000,65.600000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 05:05:00,18.300000,-5796.830300,1.739838,459.025054,0.000000,25.000000,7.350000,-100,179.966804,-44.999701,15.945396
18400,25.000000,193281,215,310,34,152,-788,-1169,-164.000000,130.300000,-82.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 05:06:40,18.400000,-5796.830300,1.417959,378.788859,0.000000,25.000000,7.350000,-100,-146.016862,-10.724892,55.256820
18500,25.000000,193281,270,49,444,-1347,454,-1726,-83.700000,-89.800000,-154.100000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 05:08:20,18.500000,-5796.830300,2.235979,521.954979,0.000000,25.000000,7.350000,-100,165.262973,43.459521,10.286171
18600,25.000000,193281,476,113,-265,963,-1985,1211,169.000000,150.200000,-79.300000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 05:10:00,18.600000,-5796.830300,2.516767,556.390151,0.000000,25.000000,7.350000,-100,-58.613654,-23.580537,13.354521
18700,25.000000,193281,-268,425,174,-406,778,264,38.500000,71.100000,1.200000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 05:11:40,18.700000,-5796.830300,0.916415,531.718911,0.000000,25.000000,7.350000,-100,71.256301,24.827333,122.235049
18800,25.000000,193281,-42,-162,-260,-1706,-97,119,-154.200000,-45.700000,145.700000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 05:13:20,18.800000,-5796.830300,1.712894,309.205433,0.000000,25.000000,7.350000,-100,-39.184373,44.953768,-104.534455
18900,25.000000,193281,344,-349,-377,-1467,-1113,-1595,-52.800000,179.200000,-18.900000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 05:15:00,18.900000,-5796.830300,2.436162,618.276637,0.000000,25.000000,7.350000,-100,-145.092448,38.543078,-45.413382
19000,25.000000,193281,295,-133,472,-546,1666,1702,-139.300000,-178.600000,-99.300000,-51.618382,37.617600,22,False,True,True,False,True,False,False,False,1970-01-01 05:16:40,19.000000,-5796.830300,2.443456,572.274410,0.000000,25.000000,7.350000,-100,44.387598,17.298284,-24.268112
